species_name,value_usd,share_pct
"orange-fronted conure, orange-fronted parakeet, aratinga frentinaranja, perico frentinaranja, conure à front rouge",10752.9,3.5117064835264425e-05
capirona blanca,10540.2,3.442242434846917e-05
tokay gecko,9952.03414,3.250157893564945e-05
"european goldfinch, eurasian goldfinch, chardonneret élégant",9855.076000000001,3.218493084176905e-05
"cedar, cederwood, cigar-box cedar, cigar-box wood, red cedar, spanish cedar, stinking mahogany, west indian cedar, cedrela, cedro rojo, cedro rosado, acajou, cedrat",9483.12,3.097018849618176e-05
vervet monkey,9384.026,3.0646565062244335e-05
mongolian gazelle,9368.43,3.059563129152473e-05
otters,9144.929399999999,2.9865717960151752e-05
lemurs,8507.07,2.7782582256705906e-05
topi,8346.356,2.7257718828427517e-05
"euphorbias, euforbias, euphorbes",7976.7,2.605048787503406e-05
"ball python, royal python, pitón real, python royal, königspython",7830.0428,2.5571531463186247e-05
"steppe eagle, águila esteparia, aigle des steppes",7800.0,2.5473417005185812e-05
"rhodesian mahogany, mussivi",7625.8,2.4904510692069997e-05
"monocellate cobra, monocled cobra",7552.0,2.4663492977328624e-05
"margay, tree ocelot, caucel, gato montés, tigrillo, caucal, gato tigre",7500.0,2.4493670197294052e-05
"flamingos, flamencos, flamants",7488.4,2.4455786654055568e-05
"arjuna, telugu",7468.08,2.4389425136934367e-05
"algerian tortoise, common tortoise, greek tortoise, mesopotamian tortoise, moorish tortoise, spur-thighed tortoise, tortuga mora, tortue mauresque",7362.9,2.4045925906087516e-05
bushbuck,7222.192,2.3586398526604733e-05
okapi,7189.0599999999995,2.347819528914117e-05
"cacti, cactus",6878.5,2.2463961393611617e-05
scorpions,6515.893,2.1279751224380923e-05
"hyenas, hyaenas",6513.897,2.1273232642285747e-05
"north philippine spitting cobra, philippine cobra",6185.5,2.0200746267381647e-05
argentine horned frog,6056.8266,1.9780521757679715e-05
"leyte pond turtle, palawan forest turtle, philippine pond turtle, héosémyde de leyte",6022.7916000000005,1.9669369482324393e-05
clouded monitor,6014.95,1.964376020709518e-05
blue wildebeest,5972.424,1.950487783125383e-05
